Ensembl gene id	gene_name	log2FoldChange NoxO1-CTR/NoxO1-STZ	log2FoldChange NoxO1-CTR/WT-CTR	log2FoldChange NoxO1-p47-CTR/WT-CTR	log2FoldChange NoxO1-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/WT-STZ	log2FoldChange WT-CTR/WT-STZ	log2FoldChange p47-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/NoxO1-p47-CTR
ENSMUSG00000047657	Crry-ps	0.791909453	0.115859405	-0.042217201	-0.650572016	-0.193233828	0.032932829	0.014748045	-0.185374673
ENSMUSG00000047656	Trpt1	0.225414707	0.060377345	0.017873361	-0.275512888	-0.12154387	-0.111825398	-0.214717563	-0.029791521
ENSMUSG00000047654	Tssk6	0.060009196	0.833081266	0.692822486	0.311859674	0.664181836	-0.509557122	-0.061535805	0.440273983
ENSMUSG00000035678	Tnfsf9	0.034077764	-0.260729107	-0.238979654	-0.339414419	-0.298041526	-0.042830481	-0.421901275	-0.017614005
ENSMUSG00000105147	Ckb-ps1	1.153840267	1.235825708	0.715860513	0.701309023	1.062880699	0.625782752	0.905200076	-0.278736023
ENSMUSG00000105144	Rpl21-ps11	-0.063181579	0.010808448	-0.202465622	0.161910059	0.009727181	0.085950139	-0.025758123	0.123889376
ENSMUSG00000035674	Ndufa3	0.095997836	0.257784652	0.060227879	0.060574596	0.071094859	-0.103352263	-0.284581905	0.111858276
ENSMUSG00000035673	Sbno2	-0.470143727	0.27693281	0.322220531	0.648083354	0.114671354	-0.124944085	0.538457137	-0.08915005
ENSMUSG00000035671	Zswim4	-0.482941081	0.012244468	0.060875229	0.390069369	0.235479088	-0.108789392	0.33038936	0.279451985
ENSMUSG00000047649	Cd3eap	-0.255381108	-0.523237571	-0.329140389	-0.000266536	-0.118731708	0.266410727	-0.08923688	-0.058029857
ENSMUSG00000047648	Fbxo30	0.375077731	0.245369691	0.312701049	0.058348703	-0.071049198	0.187054789	0.467207505	-0.572890683
ENSMUSG00000073910	Mob3b	-0.004889448	0.044639575	0.26343224	0.144200721	0.210630632	0.094429183	0.42344514	-0.149899638
ENSMUSG00000105139	Gm43223	0.066244859	-0.473921884	-0.692444119	-0.412556385	-0.61215416	0.133161367	-0.11027282	-0.050208484
ENSMUSG00000035666	Gtf3c4	0.204014824	-0.139787708	-0.163260841	-0.116917703	0.016049821	0.227207562	0.082628765	-0.049652582
ENSMUSG00000105135	Gm43667	0.155756167	0.130160878	0.089648341	-0.064073963	-0.142765179	-0.039737671	0.117650393	-0.194734429
ENSMUSG00000105130	Gm43825	-0.410077694	-0.759627305	-0.85825891	0.159951789	-0.033952659	0.535628289	-1.231861106	0.310017409
ENSMUSG00000073902	Gm1966	-0.666099297	-0.292383986	-0.024855126	0.881618632	1.885607547	0.48455765	1.588133272	1.387186778
ENSMUSG00000047635	2810006K23Rik	-0.058426116	0.100995324	-0.091446428	0.159325405	-0.348984705	-0.002034467	0.027025518	-0.256750149
ENSMUSG00000047632	Fgfbp3	0.340220783	-0.441473393	-0.496743974	0.351599269	0.455646895	1.145411129	0.732189476	-0.187128217
ENSMUSG00000047631	Apof	0.016984918	0.541820713	0.019079715	0.138173327	0.312245802	-0.4285973	0.650464029	0.68113341
ENSMUSG00000105124	Gm5297	0.48411876	-0.445286232	-0.104849708	-0.848862575	-0.274534824	0.112026568	0.143964087	-0.277076975
ENSMUSG00000059602	Syn3	-0.169074113	-0.196179995	0.204329154	-0.026387512	0.09571231	-0.002339625	0.132822869	-0.108342589
ENSMUSG00000035649	Zcchc7	-0.083237464	-0.494878065	-0.23552605	-0.280207955	-0.083595665	0.130509192	-0.0082546	0.019030107
ENSMUSG00000061911	Myt1l	1.000519522	1.118227933	0.578576617	-2.183684982	-1.222350005	-2.323128907	-1.074804593	0.455422616
ENSMUSG00000105112	Gm42778	0.427023257	-0.127198988	0.30074494	-0.414004735	0.206813047	0.211496504	-0.572167379	-0.29589431
ENSMUSG00000035642	Aamdc	0.235271067	0.163996449	0.052334585	0.107473667	0.001374039	0.176727435	-0.035569571	-0.229928416
ENSMUSG00000009378	Slc16a12	-0.475671847	-0.385001666	0.839856555	0.080394136	0.287435076	-0.020096692	-0.389111118	-0.536725521
ENSMUSG00000035640	Cbarp	-0.280862587	-0.878280895	-0.477859564	-0.721446999	-0.062568859	-0.117765651	-0.371388323	0.527608185
ENSMUSG00000009376	Met	-0.066131133	0.0466837	0.328368215	-0.572994595	-0.499823964	-0.68715479	-0.131356423	-0.14414993
ENSMUSG00000047617	BC029214	0.169919287	-0.025074673	-0.076532961	-0.040201878	0.059192113	0.153141165	-0.175787012	-0.019822491
ENSMUSG00000047613	A430005L14Rik	0.033148381	-0.093923965	-0.108549066	0.066880332	0.001193508	0.192163336	-0.11746484	-0.084717459
ENSMUSG00000061904	Slc25a3	-0.028135782	0.102085088	0.193924155	0.027726924	-0.131355706	-0.104424671	-0.19448881	-0.223304554
ENSMUSG00000105107	Gm43412	-0.83360514	-0.632068886	0.198112213	0.521255953	0.932753603	0.302803272	0.757347485	0.420333977
ENSMUSG00000035637	Grhpr	-0.01445953	0.358910619	0.141814742	0.105791472	-0.184387072	-0.269784102	-0.252959036	-0.058911444
ENSMUSG00000035632	Cnot3	0.039573012	0.119642009	0.31005805	0.32574761	0.753535357	0.245413412	0.26219677	0.19471144
ENSMUSG00000047604	Frat2	0.094639881	-0.128565122	-0.197708122	-0.615174742	-0.434689497	-0.390420711	-0.067740732	0.149589816
ENSMUSG00000047603	Zfp235	-0.207724531	-0.258020557	-0.158888346	0.039006679	-0.346073534	0.089238645	-0.441441796	-0.277503807
ENSMUSG00000035629	Rubcn	-0.087222332	-0.305396343	-0.04523346	-0.096941556	-0.1010776	0.12005277	-0.143529115	-0.178102828
ENSMUSG00000035623	Rsf1	0.235195519	0.059431121	-0.04051515	-0.110002117	0.05364743	0.065248054	0.343982948	0.026633369
ENSMUSG00000035621	Midn	-0.291113817	-0.100571511	0.058869659	0.044757059	-0.179116467	-0.14703317	0.139042315	-0.093528464
ENSMUSG00000035620	Ric8b	0.101550865	-0.114482638	0.02834776	-0.252994748	-0.100953381	-0.038944356	-0.023740003	-0.092804785
ENSMUSG00000035614	Fam179b	0.059353787	-0.134133128	-0.11753805	-0.407856969	-0.417976636	-0.2148903	-0.255472415	-0.087981493
ENSMUSG00000011658	Fuz	-0.036762252	0.007820411	-0.106453362	0.362599562	0.073311936	0.317049453	-0.181685975	-0.136032747
ENSMUSG00000035606	Ky	0.668219268	0.493386663	0.209648995	0.258968917	-0.036642059	0.431528245	-0.030383061	-0.678872569
ENSMUSG00000035601	Trmt10b	-0.005822902	0.100585243	0.017582314	-0.127810804	-0.119839051	-0.238071456	-0.295154939	0.097215791
ENSMUSG00000097899	Gm16894	0.446852651	-0.170735209	-0.319162231	-0.692052254	-0.649697842	-0.025179936	0.876146584	-0.283065172
ENSMUSG00000097891	Gm3650	-0.210447712	-0.133171331	-0.294255669	0.188153044	0.026389077	0.109678364	0.190877413	0.208441042
ENSMUSG00000097889	Gm26541	-0.296894842	-0.155404823	0.329428036	0.14951985	-0.115534358	0.003957369	0.217128176	-0.449500201
ENSMUSG00000097888	Gm26682	-0.262801266	0.694798079	1.255575018	0.329399286	-0.031440818	-0.711546474	-0.052466765	-0.607406083
ENSMUSG00000097887	Gm26542	-0.29688029	1.511739424	1.500675469	0.112840786	0.081664252	-1.895940736	-0.665822294	0.352187141
ENSMUSG00000097885	5031434O11Rik	-0.413940262	-0.115538149	-0.237980387	0.142198666	-0.055184037	-0.158964896	-0.031652178	0.338535835
ENSMUSG00000097882	0610038B21Rik	-0.155864698	0.17510387	-0.27811689	0.474476343	0.0521329	0.128031706	-0.191749837	0.200331184
ENSMUSG00000097876	Gm16892	-0.360034985	-0.07142215	-1.416542542	0.077116135	-0.597796903	-0.234546709	-0.17868332	NA
ENSMUSG00000097874	C030010L15Rik	0.298741111	0.958285217	1.541247266	-0.191440806	0.264990883	-0.956570981	-0.478905576	-0.403534507
ENSMUSG00000097873	Gm26867	-1.018245399	0.088662106	1.013127153	0.350139212	-0.277356232	-0.840749234	-0.038171703	-0.47505104
ENSMUSG00000085898	Gm6689	-0.628862905	0.054327262	-0.02615952	1.528980242	1.464567977	0.814165839	0.562801599	0.66533529
ENSMUSG00000085897	Gm11604	-0.0626517	0.069927197	-0.077472568	0.183172184	0.051999148	0.048779928	0.070296705	0.078158153
ENSMUSG00000085894	Gm15832	-0.366779785	-0.331841201	-0.648775649	-0.667979763	-0.227299959	-0.707914746	-0.404695715	1.112049633
ENSMUSG00000085893	Gm12091	-0.638504093	0.409484659	0.361857882	0.695460029	0.065715948	-0.422900736	0.076489595	0.102388857
ENSMUSG00000085890	Tnfsf13os	0.318756873	0.316585302	0.09626774	-0.520416323	0.008952713	-0.522887695	0.326356231	0.422744531
ENSMUSG00000097868	A330069E16Rik	0.1601651	0.150271726	-0.206951265	0.129216049	0.203667014	0.136694852	-0.12468279	0.270726338
ENSMUSG00000097867	Lppos	0.135464269	0.145362466	0.250414634	0.129218651	0.040974491	0.117109947	0.013390218	-0.328680578
ENSMUSG00000097863	1010001B22Rik	0.928464808	1.494055877	1.41336778	0.195934007	-0.362294936	-0.410690511	0.201371344	-1.357304312
ENSMUSG00000085882	2610507I01Rik	1.179317181	2.010005267	1.56511929	0.354140857	0.912894168	-0.510210845	0.733761453	-0.170014869
ENSMUSG00000085881	Gm15912	-0.307565805	0.452189794	-0.18441608	0.449959762	-0.193837054	-0.318022094	-0.523574572	0.304620782
ENSMUSG00000097859	Gm26601	-0.455416766	-0.299659816	-0.254274431	0.60935871	0.269028421	0.446076443	0.990954695	0.07883716
ENSMUSG00000097855	A930007I19Rik	-1.092255165	-0.959625328	-0.341848567	0.509327396	0.211150748	0.365370911	-1.218694872	0.191116044
ENSMUSG00000097852	4933405D12Rik	-0.702083692	-0.222955873	-0.01064069	0.68614267	0.940150653	0.151771839	0.645402407	0.758654018
ENSMUSG00000073894	Rbmxl2	0.457481815	-0.046565645	0.323294397	-0.292827934	0.897825729	0.249522221	0.460468661	0.31003285
ENSMUSG00000097842	9330104G04Rik	0.20885014	-0.568673149	-0.199827646	-0.335728539	-0.186518489	0.458048435	0.41992069	-0.436807373
ENSMUSG00000085867	Gm5834	0.396178147	0.3889372	-0.548526784	-0.058285336	0.550884807	-0.048439335	0.575800567	1.109892576
ENSMUSG00000085862	Gm13483	-0.167557785	-0.332473091	0.05504099	0.014894677	-0.365893895	0.187491314	0.181186667	-0.594986645
ENSMUSG00000073889	Il11ra1	0.291787637	-0.001567908	-0.186855771	0.056921622	0.12246452	0.348300321	0.130629748	-0.041345052
ENSMUSG00000073888	Ccl27a	0.243689004	0.160171069	-0.105707705	0.190938034	0.127456075	0.272376882	0.058450305	-0.041289929
ENSMUSG00000097839	Gm26909	0.616132172	0.411800542	0.86005678	-0.261136926	-0.181991617	-0.049968842	0.915178108	-0.990055954
ENSMUSG00000097835	Gm26910	1.418842076	0.151647341	-0.267248188	-0.592020951	0.702659859	0.734870289	0.264071209	0.235491505
ENSMUSG00000059588	Calcrl	0.112058966	-0.016006354	-0.148559462	-0.093766507	-0.316222272	0.033300434	-0.027657406	-0.202978174
ENSMUSG00000059586	Nsmce2	0.004211324	0.214381086	0.095649112	0.04691535	-0.001283309	-0.164748759	-0.254659708	0.065380262
ENSMUSG00000073878	Gm13304	0.632109221	0.225287018	1.234490875	-0.017180709	1.144869282	0.386028976	1.40948354	-0.477125405
ENSMUSG00000073877	Gm13306	-0.004247272	0.027724732	-0.176490793	0.188439206	0.084706273	0.154502088	-0.002024632	0.104525794
ENSMUSG00000073876	Gm13305	0.3130933	-0.001519076	-0.081931608	0.036918661	0.177267507	0.349699071	0.087705772	-0.092724335
ENSMUSG00000097828	6430562O15Rik	0.032348467	0.072455162	0.186866792	0.09012444	0.171403583	0.049994348	0.117714064	-0.068378556
ENSMUSG00000061898	Rbak	0.318867516	0.332333325	-0.068377666	0.049504342	0.045844194	0.035007592	0.111219325	0.077015204
ENSMUSG00000097823	Gm16701	0.407983298	0.567021116	-0.03091593	0.100369459	0.145767153	-0.064723228	-0.071202216	0.236441041
ENSMUSG00000061894	Zscan20	-0.027749488	0.041236754	0.431943689	0.120126057	0.076315756	0.048498605	0.213753559	-0.40605344
ENSMUSG00000097820	E530011L22Rik	-0.124722652	-0.181996031	-0.257398574	0.045227993	-0.002250972	0.10080166	0.081985747	0.15212348
ENSMUSG00000105096	Gbp10	0.003276241	-0.183118584	-0.676029639	0.473462725	0.165173507	0.670688954	1.089444772	0.182957591
ENSMUSG00000105095	8430422M14Rik	-0.327266106	0.424839058	0.421163185	0.330994303	-0.481186534	-0.441534379	0.085512321	-0.463533561
ENSMUSG00000073867	AA474408	0.03497034	0.29275293	0.176487839	0.37419172	0.426235631	0.115214243	0.321837206	0.132283744
ENSMUSG00000097819	Gm26813	-0.828449539	1.094148433	0.999569627	0.80953731	1.367110918	-1.1575007	-0.055329966	1.491086072
ENSMUSG00000061887	Ssbp3	0.046688825	0.024383573	-0.010048988	-0.119007808	-0.225235515	-0.098335804	0.026767971	-0.119105469
ENSMUSG00000097815	Gm26809	-0.438188153	0.014796037	0.149512953	0.805481245	0.869347837	0.353254913	0.710834814	0.36400386
ENSMUSG00000062515	Fabp4	-0.095044097	0.552910214	0.792400857	-0.538815375	-0.269976901	-1.188288337	-0.630012722	0.123532743
ENSMUSG00000061882	Ccdc62	-0.195969987	-0.541244678	0.004680413	-0.24066448	-0.149572653	0.107458487	0.426406303	-0.260833594
ENSMUSG00000105081	Gm43110	0.280449024	0.186630683	0.020062813	-0.265840261	-0.613537671	-0.171268126	-0.587394947	-0.45985181
ENSMUSG00000059565	Gm5292	-0.255422039	-0.552688427	-0.603228365	0.778799292	0.621376446	1.089689596	0.140529473	0.149099771
ENSMUSG00000073856	Iqck	0.292772151	0.383951439	0.349157097	-0.091220647	1.251028472	-0.18763957	0.485337064	1.049944905
ENSMUSG00000027559	Car3	-0.426608953	0.021445563	0.680870489	-0.791733332	-0.734741639	-1.240608331	-0.575819191	-0.176800158
ENSMUSG00000047583	Tyw3	-0.181697193	0.138437759	0.053549749	0.471305139	-0.040941457	0.146569702	0.085205513	-0.241652072
ENSMUSG00000097803	Rpl31-ps16	-0.063281736	0.093457212	-0.228658427	0.247508337	0.159169418	0.088746185	0.012669426	0.296687943
ENSMUSG00000097801	Gm26777	-0.669675808	-0.661217074	-0.50365562	0.191079261	0.114729366	0.175499309	-0.31954122	0.43898727
ENSMUSG00000105079	Gm43715	-0.27594832	-0.617532918	-0.426143022	0.400002864	0.504839842	0.776272647	0.066916238	0.175434718
ENSMUSG00000085829	Gm4285	0.338873483	0.473100721	0.329170776	-0.530277638	-0.336312098	-0.668575921	-0.577502438	-0.004347511
ENSMUSG00000105077	Gm4859	0.265071029	0.366973038	-0.070360393	0.441069617	0.2233298	0.336037973	0.234083289	-0.044309808
ENSMUSG00000105076	A930003O13Rik	0.206446743	-0.201151857	-0.750746239	0.114719903	0.104714045	0.546563273	-1.204772307	0.317387338
ENSMUSG00000105073	Gm9317	0.19159107	0.298131165	0.848572699	-0.22094862	0.518109577	-0.337846611	0.219145822	-0.026499327
ENSMUSG00000105071	Gm43336	0.919454635	1.689954554	1.881112152	-0.033296546	1.191134914	-0.860607014	1.533171488	0.106712635
ENSMUSG00000059555	Tor4a	0.241682553	0.306574614	-0.120857489	0.268871971	0.135663458	0.202498793	0.175668352	0.051641799
ENSMUSG00000059554	Ccdc28a	0.403972218	0.102391791	0.108933286	-0.606897224	-0.451402687	-0.306910635	-0.195791037	-0.255515453
ENSMUSG00000059552	Trp53	-0.135580268	0.093035086	0.268810465	0.156286842	0.088245619	-0.074584321	0.049559609	-0.108472513
ENSMUSG00000075602	Ly6a	0.026672569	0.104714372	-0.248174345	0.085579883	0.957249811	0.005950611	1.052219876	1.197262805
ENSMUSG00000061863	Gm6822	0.043309213	0.185943053	-0.099209978	-0.036775552	-0.070391336	-0.181160378	-0.256344712	0.20734864
ENSMUSG00000035597	Prpf39	-0.04954171	-0.384230579	-0.208387862	-0.177886364	-0.068439329	0.156882171	0.224465525	-0.018661428
ENSMUSG00000035596	Mboat7	0.199669569	-0.12629179	-0.113099421	-0.108184123	0.092179039	0.215716519	0.080425801	-0.012644082
ENSMUSG00000035595	1600002K03Rik	0.130012321	-0.143548362	-0.192531307	0.183657366	0.378741771	0.457047557	0.198491578	0.112433454
ENSMUSG00000085812	Gm15843	-0.094549484	0.03726759	0.03190378	-0.021606915	-0.071541301	-0.15615547	-0.177964284	0.049299306
ENSMUSG00000073838	Tufm	-0.000770025	0.130171362	0.032313751	0.057795959	-0.149486267	-0.074932102	-0.137629887	-0.109022467
ENSMUSG00000037071	Scd1	3.177378636	0.545273706	0.518593568	-0.810095653	0.353808433	1.821344229	-0.60241998	-1.987879613
ENSMUSG00000059540	Tcea2	-0.01626298	0.073949309	0.093150918	0.099153701	-0.068206515	0.006083106	-0.210439177	-0.169270814
ENSMUSG00000024610	Cd74	1.316538443	0.362916604	0.386146765	-0.283589985	2.377941735	0.667674168	2.667765072	1.322346672
ENSMUSG00000061859	Inadl	0.615328313	0.221599725	0.087478606	-0.796449909	-0.587244772	-0.39832592	-0.072624687	-0.277376372
ENSMUSG00000047565	Acot10	-0.608510453	-0.111866026	0.213219291	0.427644734	0.267065403	-0.071593708	-0.167268124	0.122161171
ENSMUSG00000035585	Tsen34	0.107095221	0.127225532	0.069576491	0.090479626	-0.010214211	0.068445118	-0.01455162	-0.150517651
ENSMUSG00000105050	Gm42482	0.339025544	0.401860578	0.207295511	0.182798818	0.202859512	0.123440727	0.193070329	-0.128977818
ENSMUSG00000035580	Kcnh8	0.012245745	0.203759103	-0.453957569	-0.173403084	0.441047706	-0.384870782	-0.513676355	1.222473381
ENSMUSG00000059534	Uqcr10	0.216884104	0.30073293	0.068643901	-0.127049208	-0.053128551	-0.213391651	-0.489494196	0.089102887
ENSMUSG00000047557	Lxn	0.276660661	0.133242852	0.083542788	-0.26297156	-0.338246807	-0.121900182	-0.38291659	-0.302232407
ENSMUSG00000061848	Gm5805	-0.054656474	0.22006219	-0.106813366	0.247574208	0.079316515	-0.028714973	-0.043512085	0.212625785
ENSMUSG00000047554	Tmem41b	0.067562489	-0.033226511	0.008467938	-0.08172087	-0.088959699	0.01769337	-0.076535838	-0.117222582
ENSMUSG00000105049	Gm42486	-0.148406767	0.097477253	0.572550688	0.287346398	0.35633113	0.030696845	0.628374471	-0.253531287
ENSMUSG00000035578	Iqcg	0.237861284	-0.360856254	-1.211448712	-0.32579336	-0.848021575	0.332414396	-1.01127904	NA
ENSMUSG00000035575	Utp6	0.047561454	0.08974386	-0.002599711	0.138295594	0.077789103	0.094683211	0.056389507	-0.016323676
ENSMUSG00000105044	Gm10416	1.696823976	0.184020244	0.375957071	-1.268216565	0.088558592	0.407114184	0.461470995	-0.676802949
ENSMUSG00000035572	Dcaf10	-0.390965699	-0.250785784	0.117179703	-0.005824965	-0.230527638	-0.147166841	-0.04785784	-0.202451337
ENSMUSG00000047547	Cltb	-0.066663852	0.148303211	0.001687553	0.120805311	0.009592632	-0.096364614	-0.132083884	0.101866627
ENSMUSG00000061838	Suclg2	0.170333173	0.302950138	0.139016207	0.089366362	-0.020539385	-0.045434538	0.013790714	-0.116752913
ENSMUSG00000061833	Gm6311	-0.153798265	0.468087752	0.395067654	0.50830377	0.652254383	-0.159539813	0.099543467	0.384014515
ENSMUSG00000035569	Ankrd11	0.078476449	0.039976627	0.040170206	-0.127585983	0.05263058	-0.089873066	0.095000207	0.09968853
ENSMUSG00000035566	Pcdh17	-1.066071323	-0.624810265	0.451591391	-0.452585227	-1.222656509	-0.932905875	-0.155137283	-0.732844759
ENSMUSG00000105033	Gm43423	-0.703518066	-0.125183709	0.389669379	0.404394881	0.183911877	-0.183684332	0.081695996	-0.028012547
ENSMUSG00000105031	Gm3511	-0.136570919	0.084143617	-0.110639037	0.294686297	0.067948662	0.071331589	0.013902581	0.104594006
ENSMUSG00000035561	Aldh1b1	0.31862871	0.265007259	0.203116985	-0.326598396	-0.682253661	-0.275328472	-0.178669648	-0.601301554
ENSMUSG00000059518	Znhit1	-0.007626782	0.022927939	-0.106116465	0.09283028	0.063831123	0.059729222	-0.051058224	0.107848837
ENSMUSG00000009293	Ube2g2	-0.127555831	-0.163900497	-0.077539453	-0.035059597	0.065524934	0.000225227	-0.169460507	0.14055167
ENSMUSG00000009292	Trpm2	1.102778108	0.324969211	-0.205935951	-1.884247802	-1.426286396	-1.056063924	-0.818040644	-0.1608756
ENSMUSG00000009291	Pttg1ip	-0.040207018	-0.042365371	-0.031001796	0.108782569	0.107451863	0.109432338	0.069798458	0.0266226
ENSMUSG00000073805	Fam196a	0.051979244	-0.273251384	-0.120319552	0.113902597	0.134187074	0.444385164	0.343170744	-0.189145113
ENSMUSG00000059511	Gm20563	-0.060995826	-0.394610554	-0.189166226	-0.80515798	-0.256753897	-0.456379647	-0.713621485	0.37715608
ENSMUSG00000073802	Cdkn2b	0.749521385	0.054090779	-0.286259682	-0.142377496	-0.155001987	0.55580816	-0.55214636	-0.424459773
ENSMUSG00000047539	Fbxo28	-0.162690591	-0.253415469	0.091597022	-0.122409168	-0.13442825	-0.032825766	-0.189328118	-0.195685568
ENSMUSG00000047534	Mis18bp1	0.519542201	-0.871399063	-1.061584532	-0.447411946	-0.145910181	1.046727306	0.156033992	-0.088562499
ENSMUSG00000035559	Mpv17l2	-0.311093699	-0.161381568	-0.012415431	0.094920645	0.03617582	-0.057070859	-0.250125181	0.102762464
ENSMUSG00000009281	Rarres2	0.064786255	0.045967589	-0.106163549	0.137890139	0.430218443	0.153396628	0.188415527	0.377926736
ENSMUSG00000023572	Ccndbp1	0.219241905	0.075997167	0.042910867	-0.155618235	0.079921774	-0.014398409	0.097940701	0.048824514
ENSMUSG00000023571	Fam132a	0.077279739	0.230527861	0.144201002	-0.079196547	-0.278267613	-0.23438443	-0.213087875	-0.190898594
ENSMUSG00000047528	Als2cr12	0.297382231	-0.283075526	-0.014620594	0.148745602	1.056997282	0.759288182	0.298405819	0.311361305
ENSMUSG00000061815	Rufy4	-0.789341249	-0.057230891	0.560392178	-0.505145405	-0.610405569	-1.300801966	-0.203696829	0.095277324
ENSMUSG00000105019	Gm43547	0.209765843	-0.582199485	0.147128104	-0.858836147	-0.370526682	-0.039400279	-0.128131124	-0.472472502
ENSMUSG00000035547	Capn5	0.050922088	0.303740281	0.170818976	-0.024691819	0.035359937	-0.281311911	0.083364093	0.143089272
ENSMUSG00000035545	Leng8	0.047374669	-0.445075566	-0.610038041	0.27035472	0.200557565	0.765533208	0.418265142	0.046335586
ENSMUSG00000047514	Tspyl1	0.019420657	-0.137099979	0.031501955	-0.228912106	-0.201159364	-0.073636789	-0.133062928	-0.161252886
ENSMUSG00000105004	Gm43075	0.542339636	-0.72207966	-0.398705369	-0.791312821	-0.267134815	0.578706226	1.482138485	-0.412533968
ENSMUSG00000035530	Eif1	0.087257566	-0.037481658	-0.10047206	0.015618278	-0.09746889	0.138546261	-0.019735877	-0.137924807
ENSMUSG00000047502	Mroh7	-0.01571358	0.015043011	0.888698006	-0.585482457	-0.950669813	-0.628657727	-0.550581762	-1.18219062
ENSMUSG00000035529	Prdm4	-0.253940183	-0.077445943	0.073190211	-0.083358843	-0.127410228	-0.260819391	-0.323379544	0.057404528
ENSMUSG00000108984	Gm44916	-0.125308342	0.17670201	0.17201963	0.06774196	0.161215492	-0.241799696	0.198342613	0.222763767
ENSMUSG00000035521	Gnptg	-0.108140833	-0.331028879	-0.166529833	-0.142604481	-0.044861452	0.078836617	-0.047589732	0.040119625
ENSMUSG00000035517	Tdrd7	0.142077024	0.024109907	-0.001753991	-0.087150352	0.114731148	0.029521015	0.266214397	0.084998215
ENSMUSG00000009248	Ascl2	-0.961657431	-0.719797847	-0.000637567	-0.094156961	-0.300308105	-0.376761288	-1.012437261	0.066098729
ENSMUSG00000035509	Fbxl21	0.195431912	0.618459858	0.68417661	0.113883269	0.377391106	-0.328460828	0.084053025	0.007443946
ENSMUSG00000035505	Cox18	-0.357255762	-0.39527928	-0.045513096	0.070624319	0.160864548	0.106889733	-0.234792476	0.096892674
ENSMUSG00000035504	Reep6	0.321512451	0.361768064	-0.051584224	-1.204080913	-1.509703287	-1.249508242	-0.92027589	-0.211140113
ENSMUSG00000108957	Gm45235	-0.463005985	0.525045561	0.341917747	0.374220329	-0.555700273	-0.679603558	-0.857380514	-0.229028135
ENSMUSG00000023505	Cdca3	1.14585342	-0.662543688	-0.74431688	-1.204671958	0.585144772	0.706506489	0.676803593	0.621729199
ENSMUSG00000009210	Prr29	-0.101538257	1.254982505	0.835206743	0.885670538	-0.259281662	-0.616731651	-0.07871121	-0.503501849
ENSMUSG00000009207	Lnpk1	0.236805231	-0.052441162	-0.335327266	-0.159071644	-0.023765863	0.130794158	0.118699896	0.179064592
ENSMUSG00000108925	Gm19880	0.062568081	1.665753029	1.967397637	0.094197322	0.253409762	-1.748495719	-0.400340245	-0.118315031
ENSMUSG00000108912	E230020D15Rik	0.247828289	-0.752610419	-0.688569097	-0.474582622	-0.949314465	0.623615051	0.575403351	-0.786356305
ENSMUSG00000108911	Gm45113	-0.121809433	-0.13275968	0.413857663	-0.312130249	-0.850531944	-0.30656105	-0.661679554	-0.908923134
ENSMUSG00000108907	Gm4541	-0.551073009	-0.090260806	0.240403095	0.460869436	0.030755345	-0.04783084	0.189427771	-0.164291403
ENSMUSG00000097799	Gm26899	-0.354057072	-0.057758568	-0.389993723	-0.181672374	-0.022882203	-0.494794594	-0.593774874	0.841364714
ENSMUSG00000097793	Gm17259	-0.434823707	0.131747511	0.589569079	-0.242573841	0.007860703	-0.841870182	-0.057635747	0.236361981
ENSMUSG00000097792	Gm27042	0.314718487	0.088198995	-0.32852941	-0.138535932	-0.179023485	0.122800362	-0.240636282	NA
ENSMUSG00000097791	Gm17315	0.3678653	-0.055194091	-0.352593484	0.483634554	-0.343661055	0.913418036	0.062025067	-0.886505693
ENSMUSG00000097790	Gm16399	0.319540872	0.388004365	-0.126378345	0.58827838	0.294639928	0.516473074	0.242142357	-0.092543378
ENSMUSG00000097789	Gm2115	1.065086382	0.702551859	0.643212457	-0.888497873	-0.410430701	-0.514566126	0.77687037	-0.541724877
ENSMUSG00000097787	2700046G09Rik	0.099361897	-0.110411149	-0.247314171	-0.017401923	0.491574621	0.19208892	0.024101585	0.542362929
ENSMUSG00000097785	B230217O12Rik	0.562977103	0.597180841	-0.104075381	-0.590350358	-1.689959025	-0.624201649	-1.12721372	-0.907753891
ENSMUSG00000097781	9330136K24Rik	0.307532388	-0.032201999	0.790309965	-0.69538394	0.353889697	-0.337980002	-0.09207622	-0.115976984
ENSMUSG00000097777	Gm16794	0.737193336	0.441140932	0.935957372	-0.532897851	-0.23035329	-0.199290173	-0.220540585	-0.956798188
ENSMUSG00000097772	5430416N02Rik	-0.556104204	-0.23064255	0.086674913	0.486295875	-0.025593801	0.157203313	0.3841884	-0.27013745
ENSMUSG00000085795	Zfp703	-0.140377592	0.276347622	0.272106846	0.144935214	-0.040280517	-0.273813188	0.149018139	-0.041035932
ENSMUSG00000085793	Lin52	-0.136502741	-0.034406668	-0.033807716	0.107181316	-0.027078527	0.003335089	0.167174428	0.000765306
ENSMUSG00000085791	Rpl30-ps9	-0.058205359	0.089106889	-0.121626819	0.172846941	0.090521869	0.023545901	0.081721507	0.186008752
ENSMUSG00000097769	Snhg4	0.12958174	-0.269772615	-0.205655567	-0.259356953	-0.431174412	0.139018609	-0.280251533	-0.365521254
ENSMUSG00000097767	Miat	1.139467499	0.538013362	-0.287070854	-1.8720622	-1.149379774	-1.222037841	-0.962426992	0.343704531
