GeneID	GeneName	GeneName_GeneID	zygote	cleavage2-cell	blastula 128-cell	blastula1k-cell	blastuladome	gastrula50-epiboly	gastrulashield	gastrula75-epiboly	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	pharyngulaprim-5	pharyngulaprim-15	pharyngulaprim-25	hatchinglong-pec	larvalprotrudingmouth	larvalday4	larvalday5
ENSDARG00000039173	ctslb	ctslb_ENSDARG00000039173	0	0	0	0	0	0	0	4	67	52	100	191	127	16	7	0.3	0	0
ENSDARG00000039174	olfm3b	olfm3b_ENSDARG00000039174	0.4	0.4	1	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.8
ENSDARG00000039181	trpm3	trpm3_ENSDARG00000039181	0.6	1	3	2	2	0.3	0.2	0	0	0	0	0.2	0.2	0.4	0.4	2	2	3
ENSDARG00000039185	nfyba	nfyba_ENSDARG00000039185	145	116	60	64	81	104	123	130	130	115	89	74	67	79	62	33	28	26
ENSDARG00000039196	greb1l	greb1l_ENSDARG00000039196	0	0	0.1	0.2	0.3	5	12	23	54	27	26	18	10	8	2	1	0.9	0.9
ENSDARG00000039203	MFF (1 of many)	MFF (1 of many)_ENSDARG00000039203	0.9	0.6	2	2	0.9	0.5	1	0.7	0.9	2	2	2	2	3	4	6	6	7
ENSDARG00000039208	nasp	nasp_ENSDARG00000039208	1167	815	603	415	155	110	99	99	101	94	91	94	75	57	33	18	16	13
ENSDARG00000039211	zgc:77439	zgc:77439_ENSDARG00000039211	3	2	2	1	1	3	2	3	4	3	8	22	18	6	11	13	20	30
ENSDARG00000039213	prpf38a	prpf38a_ENSDARG00000039213	45	45	93	104	121	106	107	81	69	62	49	38	29	33	22	18	13	12
ENSDARG00000039215	arrb2a	arrb2a_ENSDARG00000039215	17	22	58	48	50	22	24	33	27	25	23	14	12	16	11	10	10	9
ENSDARG00000039217	orc1	orc1_ENSDARG00000039217	162	128	80	69	32	11	7	8	16	12	12	11	6	6	4	2	3	2
ENSDARG00000039218	gpr101	gpr101_ENSDARG00000039218	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.7	0.7	1	2
ENSDARG00000039220	st6galnac5a	st6galnac5a_ENSDARG00000039220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	2	0.9
ENSDARG00000039222	mpl	mpl_ENSDARG00000039222	0	0	0.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039225	vps13a	vps13a_ENSDARG00000039225	4	4	9	8	8	8	9	7	5	5	6	8	7	7	6	6	8	7
ENSDARG00000039229	cep78	cep78_ENSDARG00000039229	8	10	16	14	11	4	3	2	3	2	3	2	2	2	2	1	1	1
ENSDARG00000039232	DUSP8 (1 of many)	DUSP8 (1 of many)_ENSDARG00000039232	0	0	0	0	0	1	0.6	0.4	1	1	2	2	5	4	5	5	7	8
ENSDARG00000039240	cacng5b	cacng5b_ENSDARG00000039240	0.5	0.6	1	0.8	1	0.5	0	0	0	0	0	0	0	0	0	0.5	0.6	0.7
ENSDARG00000039241	prkca	prkca_ENSDARG00000039241	5	8	12	13	2	0.7	0.3	0	0.4	0.7	1	4	5	4	5	10	13	10
ENSDARG00000039243	zgc:152791	zgc:152791_ENSDARG00000039243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
ENSDARG00000039255	klhl21	klhl21_ENSDARG00000039255	0.5	1	0.9	0.8	0.4	0.3	0.1	0.2	3	5	8	9	9	10	10	12	12	15
ENSDARG00000039256	spega	spega_ENSDARG00000039256	0	0	0	0	0	0	0	0	0	0.4	0.7	1	1	1	2	2	3	3
ENSDARG00000039263	zbtb48	zbtb48_ENSDARG00000039263	5	6	18	16	16	9	10	11	8	6	6	4	3	4	3	2	2	2
ENSDARG00000039264	igfbp5a	igfbp5a_ENSDARG00000039264	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.8	3	6	5
ENSDARG00000039265	arhgap4a	arhgap4a_ENSDARG00000039265	7	12	16	17	11	3	1	0.8	0.6	0.8	1	1	0.9	0.9	0.9	1	2	3
ENSDARG00000039266	rbm25a	rbm25a_ENSDARG00000039266	4	5	5	6	4	1	0.5	0.9	2	1	2	1	2	2	5	9	8	11
ENSDARG00000039269	arg2	arg2_ENSDARG00000039269	0.3	0.4	0.5	0.7	13	23	15	12	0.6	0.3	0.9	2	4	1	3	8	14	43
ENSDARG00000039270	vti1b	vti1b_ENSDARG00000039270	6	8	19	29	21	11	5	4	3	3	3	4	4	4	5	5	5	5
ENSDARG00000039272	pls1	pls1_ENSDARG00000039272	3	4	4	3	2	0.7	0.3	0.3	1	0.9	0.9	0.9	0.8	0.7	1	5	13	8
ENSDARG00000039273	fbln5	fbln5_ENSDARG00000039273	1	5	4	2	2	0.5	0.4	0.3	0.9	0.6	1	2	3	2	3	6	6	5
ENSDARG00000039279	golga5	golga5_ENSDARG00000039279	56	58	62	53	34	17	20	21	18	14	15	14	13	14	13	11	12	13
ENSDARG00000039299	rdh14a	rdh14a_ENSDARG00000039299	12	15	17	18	8	6	8	9	7	5	5	3	4	3	4	6	7	10
ENSDARG00000039302	terfa	terfa_ENSDARG00000039302	16	21	34	28	30	30	36	39	25	23	21	17	15	14	10	8	8	9
ENSDARG00000039304	six1a	six1a_ENSDARG00000039304	0	0	0	0	0	0	0	0	3	4	7	5	8	9	10	8	7	5
ENSDARG00000039310	parla	parla_ENSDARG00000039310	0.3	0.6	2	2	2	0.4	0.1	0	0.3	0.5	1	1	2	1	1	2	2	2
ENSDARG00000039319	vps37b	vps37b_ENSDARG00000039319	52	59	79	75	46	12	6	8	17	13	16	15	13	11	16	16	17	16
ENSDARG00000039322	CABZ01088149.1	CABZ01088149.1_ENSDARG00000039322	0.9	1	9	6	8	8	6	6	4	4	3	4	3	2	2	4	4	4
ENSDARG00000039325	pmepa1	pmepa1_ENSDARG00000039325	0.9	2	7	7	2	0.9	0	0	0	0	0	0.7	1	7	5	1	2	1
ENSDARG00000039328	ccndbp1	ccndbp1_ENSDARG00000039328	5	5	15	15	14	7	7	8	14	10	12	10	8	8	7	7	8	7
ENSDARG00000039335	st6gal2a	st6gal2a_ENSDARG00000039335	0.8	2	11	12	12	6	3	4	8	6	6	7	8	10	12	15	13	13
ENSDARG00000039338	gadd45gip1	gadd45gip1_ENSDARG00000039338	5	5	18	23	27	31	25	23	27	34	35	30	25	26	25	26	20	15
ENSDARG00000039340	tmem209	tmem209_ENSDARG00000039340	159	119	82	80	83	47	32	22	36	31	29	25	19	18	12	9	8	7
ENSDARG00000039343	ahcyl2	ahcyl2_ENSDARG00000039343	17	19	56	63	60	55	37	19	21	18	24	19	17	19	17	22	26	26
ENSDARG00000039345	drg1	drg1_ENSDARG00000039345	12	9	72	92	89	74	61	59	71	68	72	66	48	46	30	29	22	18
ENSDARG00000039346	ndufa5	ndufa5_ENSDARG00000039346	0	4	1	2	8	22	27	31	30	40	36	50	50	59	64	83	76	63
ENSDARG00000039347	rps24	rps24_ENSDARG00000039347	10	16	6	9	13	44	48	79	157	248	200	246	253	219	236	189	195	213
ENSDARG00000039350	ssbp1	ssbp1_ENSDARG00000039350	20	28	25	28	23	35	29	27	41	43	31	21	16	16	12	11	9	8
ENSDARG00000039351	ccl19b	ccl19b_ENSDARG00000039351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	5
ENSDARG00000039352	pald1b	pald1b_ENSDARG00000039352	0	0.1	0.2	0	0.2	0	0	0	0.4	1	0.6	0.3	0.4	0.5	1	3	4	3
ENSDARG00000039354	ska1	ska1_ENSDARG00000039354	18	23	32	33	19	13	15	17	10	12	10	10	8	6	4	2	2	0.7
ENSDARG00000039356	zgc:194209	zgc:194209_ENSDARG00000039356	10	11	14	13	12	14	10	3	3	3	3	4	3	4	3	4	5	4
ENSDARG00000039363	dnajb12a	dnajb12a_ENSDARG00000039363	51	66	63	76	52	28	14	14	21	18	18	14	14	15	13	13	13	10
ENSDARG00000039365	cuedc2	cuedc2_ENSDARG00000039365	29	64	64	65	59	23	11	12	13	12	11	8	6	8	4	4	4	4
ENSDARG00000039373	epha3	epha3_ENSDARG00000039373	0	0	0.1	0	0.1	0.1	0.1	0.2	0.3	2	3	3	3	4	3	3	3	3
ENSDARG00000039374	apool	apool_ENSDARG00000039374	12	32	42	50	45	17	12	8	9	12	15	14	14	17	12	16	15	14
ENSDARG00000039378	rcn2	rcn2_ENSDARG00000039378	6	8	6	7	4	2	4	6	7	5	5	4	4	3	3	3	2	2
ENSDARG00000039381	ch25hl1.1	ch25hl1.1_ENSDARG00000039381	0.6	0	0	0	3	33	26	23	11	9	7	9	12	7	27	21	15	14
ENSDARG00000039385	si:ch73-265d7.2	si:ch73-265d7.2_ENSDARG00000039385	39	25	12	11	15	3	1	0.3	0.7	2	3	5	4	4	7	12	13	11
ENSDARG00000039390	sdhaf4	sdhaf4_ENSDARG00000039390	6	10	4	3	3	9	11	8	11	11	12	13	12	14	11	16	11	10
ENSDARG00000039392	wnk1b	wnk1b_ENSDARG00000039392	3	3	6	5	3	0.7	0.3	0.8	5	5	7	7	6	6	5	7	9	12
ENSDARG00000039393	si:ch211-240l19.5	si:ch211-240l19.5_ENSDARG00000039393	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	8	42	45
ENSDARG00000039399	nt5c2a	nt5c2a_ENSDARG00000039399	0	0	0	0	0.2	2	3	7	24	18	20	18	16	16	14	15	14	13
ENSDARG00000039400	polr1c	polr1c_ENSDARG00000039400	6	17	19	20	14	19	24	27	36	30	28	16	12	12	8	8	7	7
ENSDARG00000039406	prom2	prom2_ENSDARG00000039406	0	0	0	0	0.1	0	0	0	0.3	0.2	1	1	2	0.7	2	3	4	4
ENSDARG00000039411	cep68	cep68_ENSDARG00000039411	11	11	14	13	8	2	0.3	0.3	0.6	1	2	2	2	2	4	2	2	2
ENSDARG00000039412	dmrta2	dmrta2_ENSDARG00000039412	0	0	0	0	0	0	0	0.6	12	20	15	11	9	7	6	5	4	4
ENSDARG00000039422	fuom	fuom_ENSDARG00000039422	0.7	0.6	0.7	2	2	0.9	0.3	0.7	0.8	1	2	4	3	0.9	2	2	3	2
ENSDARG00000039423	si:ch211-217g15.3	si:ch211-217g15.3_ENSDARG00000039423	0	0	0	0	0	0	0	0	0.5	0.3	0.3	0.4	0	0	0.1	4	19	19
ENSDARG00000039424	snrpb2	snrpb2_ENSDARG00000039424	117	203	174	187	229	248	199	123	94	87	76	52	41	42	27	19	13	9
ENSDARG00000039429	adka	adka_ENSDARG00000039429	8	9	28	26	32	37	31	21	34	42	58	87	73	41	33	29	29	20
ENSDARG00000039430	msl2b	msl2b_ENSDARG00000039430	5	13	41	43	34	20	18	17	17	16	15	13	13	19	18	12	11	11
ENSDARG00000039434	oprm1	oprm1_ENSDARG00000039434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	1	1
ENSDARG00000039435	rgs17	rgs17_ENSDARG00000039435	4	4	9	11	10	2	0.6	0	0.6	1	2	2	2	4	5	7	7	6
ENSDARG00000039436	il13ra2	il13ra2_ENSDARG00000039436	13	18	8	4	2	0.4	0.4	0.4	0	0	0	0.6	1	0.8	1	2	6	6
ENSDARG00000039443	zgc:110353	zgc:110353_ENSDARG00000039443	0	0	0	0	0	4	5	6	0.6	0	0	0	0	0	0.3	0.7	0.7	1
ENSDARG00000039452	hk1	hk1_ENSDARG00000039452	0	0	0	0	0.2	5	6	8	25	21	31	27	22	21	19	26	21	16
ENSDARG00000039453	dhrs7ca	dhrs7ca_ENSDARG00000039453	0	0	0	0	0.2	0	0	0	0	0.9	6	12	11	6	3	1	1	1
ENSDARG00000039455	tspan15	tspan15_ENSDARG00000039455	4	3	6	8	6	6	7	6	4	2	3	4	5	2	4	5	6	5
ENSDARG00000039456	acbd6	acbd6_ENSDARG00000039456	0.2	0.4	3	3	3	5	5	5	16	16	14	10	9	12	10	9	9	6
ENSDARG00000039458	lhx4	lhx4_ENSDARG00000039458	0	0	0	0	0.3	0.5	0.5	0.3	0.9	1	3	2	4	6	12	10	6	6
ENSDARG00000039459	qsox1	qsox1_ENSDARG00000039459	13	27	43	39	31	14	9	5	4	2	3	9	6	3	9	11	14	12
ENSDARG00000039466	hnrnph3	hnrnph3_ENSDARG00000039466	3	3	3	2	0.9	0	0	0.5	2	2	2	4	5	3	4	6	6	5
ENSDARG00000039482	calhm2	calhm2_ENSDARG00000039482	0	0	0	0	0	0	0	0	0	0	0	0.2	0.5	0.6	1	2	2	2
ENSDARG00000039483	si:dkey-51a16.9	si:dkey-51a16.9_ENSDARG00000039483	0	0	0	0	0	0	0.8	2	12	15	9	7	9	17	14	10	9	10
ENSDARG00000039486	bag3	bag3_ENSDARG00000039486	0.4	1	3	2	3	2	2	4	5	8	13	14	13	13	8	7	6	6
ENSDARG00000039489	git1	git1_ENSDARG00000039489	12	12	30	29	23	6	5	8	8	9	10	8	8	9	7	6	6	6
ENSDARG00000039490	pitpnaa	pitpnaa_ENSDARG00000039490	5	9	38	57	35	16	15	18	9	10	14	19	20	19	14	25	20	9
ENSDARG00000039493	naa20	naa20_ENSDARG00000039493	1	5	8	20	17	16	16	22	50	62	55	49	40	41	40	40	33	30
ENSDARG00000039497	ccdc85a	ccdc85a_ENSDARG00000039497	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.2	0.7	2	3	3
ENSDARG00000039499	soul2	soul2_ENSDARG00000039499	0	0	0	0	0	5	5	11	11	9	10	9	10	6	9	16	24	17
ENSDARG00000039500	LRFN3	LRFN3_ENSDARG00000039500	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.5	1	2	2
ENSDARG00000039501	ugt2a6	ugt2a6_ENSDARG00000039501	0	0.5	0.4	0.3	0	0	0	0	0.4	0.5	1	1	1	0.5	0.8	1	2	2
ENSDARG00000039502	eef1a1a	eef1a1a_ENSDARG00000039502	0	0	0	0	0	0	0	0	0	0.3	0.3	0.6	0.7	2	5	14	25	37
ENSDARG00000039512	ap1m3	ap1m3_ENSDARG00000039512	0.9	2	3	4	3	2	3	5	2	1	2	2	2	1	2	3	3	2
ENSDARG00000039513	zgc:153119	zgc:153119_ENSDARG00000039513	0.7	2	1	1	0	0.6	0.5	0.6	2	2	2	0.8	1	2	1	1	0.7	0.7
ENSDARG00000039515	atf4a	atf4a_ENSDARG00000039515	8	5	4	4	77	198	276	311	259	268	245	254	258	208	187	187	149	142
ENSDARG00000039516	c8a	c8a_ENSDARG00000039516	0	0	0	0	0	0	0	0	0.7	0.5	2	11	10	2	9	8	8	7
ENSDARG00000039517	c8b	c8b_ENSDARG00000039517	0	0	0	0.3	0.3	0	0	0	0.9	0.3	2	10	9	3	12	10	10	8
ENSDARG00000039521	ssx2ipa	ssx2ipa_ENSDARG00000039521	139	115	59	56	30	5	2	1	4	5	5	5	4	4	4	5	5	6
ENSDARG00000039522	tubb2	tubb2_ENSDARG00000039522	0	0	0	0.4	0.9	0.5	0.5	0.5	1	5	10	13	17	20	21	34	30	22
ENSDARG00000039534	rrh	rrh_ENSDARG00000039534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.9	5	3	2
ENSDARG00000039535	dapp1	dapp1_ENSDARG00000039535	0	0	0	0	0	0	0	0	0	0.5	0.4	0	0	0	0.5	0.6	2	0.6
ENSDARG00000039543	mrps6	mrps6_ENSDARG00000039543	13	13	12	12	20	64	71	82	55	47	41	34	32	31	22	25	22	14
ENSDARG00000039547	si:ch211-113a14.22	si:ch211-113a14.22_ENSDARG00000039547	0	0	2	2	3	3	4	4	4	2	4	2	0	2	0	0	0	0
ENSDARG00000039563	loxl3b	loxl3b_ENSDARG00000039563	0.4	0.2	0.4	0.3	0.4	0	0	0.2	1	3	6	7	6	3	6	9	7	6
ENSDARG00000039569	emx1	emx1_ENSDARG00000039569	0	0	0	0	0.6	0.6	0.5	0	0	0.6	2	2	3	3	3	2	2	2
ENSDARG00000039576	fstl1b	fstl1b_ENSDARG00000039576	4	5	7	9	9	7	4	9	49	58	71	52	57	58	57	70	64	43
ENSDARG00000039577	ptk2bb	ptk2bb_ENSDARG00000039577	0.2	0	0.5	1	0.4	0.6	0.7	0.2	3	6	9	11	10	6	7	8	9	8
ENSDARG00000039578	pa2g4a	pa2g4a_ENSDARG00000039578	37	26	69	75	70	80	61	68	187	190	192	166	132	119	66	70	66	56
ENSDARG00000039579	cfd	cfd_ENSDARG00000039579	0	0	0	0	0	0	0	0	0	2	9	13	7	4	9	44	71	87
ENSDARG00000039601	ier3ip1	ier3ip1_ENSDARG00000039601	54	51	23	28	35	44	28	25	47	47	37	39	32	38	30	34	25	21
ENSDARG00000039602	atoh1c	atoh1c_ENSDARG00000039602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0
ENSDARG00000039605	mat1a	mat1a_ENSDARG00000039605	0	0	0	0	0	0	0	0.3	10	7	29	72	55	29	44	72	72	48
ENSDARG00000039613	poll	poll_ENSDARG00000039613	106	91	69	77	31	7	5	8	11	11	9	7	7	7	4	4	4	3
ENSDARG00000039615	fgf8b	fgf8b_ENSDARG00000039615	0	0	0	0	0	0	0	0	0	0.4	1	0.3	0.5	0.8	0.6	1	1	2
ENSDARG00000039616	cenpk	cenpk_ENSDARG00000039616	40	55	33	31	9	17	22	19	15	17	15	14	13	11	7	3	3	2
ENSDARG00000039626	nrgna	nrgna_ENSDARG00000039626	0	0	0	0	0	0	0	0.4	0.7	0	0.7	0	0	0.8	2	22	23	25
ENSDARG00000039647	slc6a1b	slc6a1b_ENSDARG00000039647	0.1	0.1	0.4	0.1	0.1	0	0	0	0	0	0.4	2	5	12	26	84	84	79
ENSDARG00000039649	mtif3	mtif3_ENSDARG00000039649	0	0	0.7	1	3	6	11	10	12	14	13	12	12	12	11	9	7	6
ENSDARG00000039650	itm2cb	itm2cb_ENSDARG00000039650	97	110	66	39	12	9	12	15	31	22	13	9	8	11	9	17	17	18
ENSDARG00000039652	si:dkey-235d18.5	si:dkey-235d18.5_ENSDARG00000039652	0	0	0	0	0.2	0	0	0	1	2	3	4	3	2	2	2	1	1
ENSDARG00000039657	fank1	fank1_ENSDARG00000039657	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039661	slc36a4	slc36a4_ENSDARG00000039661	0	0.6	6	7	4	0.6	0.6	0	0.7	0.8	1	1	1	1	1	3	3	3
ENSDARG00000039666	tsta3	tsta3_ENSDARG00000039666	0.5	1	2	2	2	4	7	11	14	10	14	11	9	7	7	7	6	5
ENSDARG00000039667	mrpl38	mrpl38_ENSDARG00000039667	132	109	53	61	52	36	35	38	40	49	42	41	36	36	30	32	26	21
ENSDARG00000039669	TSTA3 (1 of many)	TSTA3 (1 of many)_ENSDARG00000039669	1	0.9	0.9	0.4	5	32	35	49	45	26	22	17	15	11	10	11	11	8
ENSDARG00000039677	dsc2l	dsc2l_ENSDARG00000039677	6	3	2	1	2	13	16	24	13	10	9	10	9	6	6	9	12	10
ENSDARG00000039681	samm50l	samm50l_ENSDARG00000039681	7	17	29	28	13	3	2	4	7	7	8	7	9	11	12	14	13	13
ENSDARG00000039682	si:ch211-121a2.2	si:ch211-121a2.2_ENSDARG00000039682	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039684	sirt5	sirt5_ENSDARG00000039684	7	13	13	16	15	5	3	0.5	1	2	2	4	4	3	4	6	8	5
ENSDARG00000039697	shtn1	shtn1_ENSDARG00000039697	0	0	3	5	3	0.9	0.2	0.4	2	3	2	3	3	2	2	3	3	3
ENSDARG00000039699	fam204a	fam204a_ENSDARG00000039699	3	6	6	6	5	5	2	2	5	7	8	6	6	9	7	8	6	7
ENSDARG00000039701	emx2	emx2_ENSDARG00000039701	0	0	0.3	0	0.4	0.9	0.6	0.2	7	7	8	6	8	9	17	13	10	10
ENSDARG00000039719	mrps26	mrps26_ENSDARG00000039719	6	6	17	20	11	10	11	16	18	21	21	17	17	17	15	18	15	13
ENSDARG00000039724	CABZ01007893.1	CABZ01007893.1_ENSDARG00000039724	0	0.5	2	1	2	2	1	1	0.9	0.4	0.9	0.6	0.7	0.6	0.5	0.8	2	1
ENSDARG00000039726	YIPF7	YIPF7_ENSDARG00000039726	0	0	0	0	0	0	0	0	0	0	0	1	3	5	7	8	7	7
ENSDARG00000039729	asap1b	asap1b_ENSDARG00000039729	2	4	19	19	9	1	0.3	0.3	3	3	4	4	3	3	3	7	9	10
ENSDARG00000039730	zgc:112160	zgc:112160_ENSDARG00000039730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	341	494
ENSDARG00000039747	si:ch211-62a1.1	si:ch211-62a1.1_ENSDARG00000039747	0	0	0.6	0	0	1	0.7	4	2	0	1	0	0	0	0	0	0	0
ENSDARG00000039750	ldlrap1b	ldlrap1b_ENSDARG00000039750	0	2	13	14	15	7	3	3	2	1	1	1	1	1	0.8	0.7	1	2
ENSDARG00000039754	xpc	xpc_ENSDARG00000039754	29	24	40	36	40	28	18	10	9	11	12	10	8	8	6	4	3	3
ENSDARG00000039756	prop1	prop1_ENSDARG00000039756	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
ENSDARG00000039757	mcfd2	mcfd2_ENSDARG00000039757	4	4	13	17	9	4	2	1	4	4	7	8	9	7	7	12	13	9
ENSDARG00000039770	dync2li1	dync2li1_ENSDARG00000039770	0.6	0.6	2	3	2	2	7	7	5	4	3	3	3	3	3	2	2	2
ENSDARG00000039806	tb	tb_ENSDARG00000039806	0	0	0	0	0	7	14	14	6	5	3	0.6	0	0.2	0.5	0.7	1	1
ENSDARG00000039820	mea1	mea1_ENSDARG00000039820	1	2	5	6	8	10	8	7	8	10	8	6	6	10	7	8	8	7
ENSDARG00000039824	CCDC89	CCDC89_ENSDARG00000039824	0	0.2	0	0	0	0	0	0	0	0.5	1	0.6	1	0.6	0.6	0.9	1	2
ENSDARG00000039827	bbs5	bbs5_ENSDARG00000039827	3	3	3	2	1	1	1	2	4	3	3	1	2	1	3	8	6	5
ENSDARG00000039828	zp3b	zp3b_ENSDARG00000039828	37	26	54	45	28	18	13	8	4	1	0.4	0.5	0.4	0.5	0.5	0.4	0.5	0.5
ENSDARG00000039830	gng5	gng5_ENSDARG00000039830	190	270	157	164	224	270	254	205	170	180	150	130	118	117	91	76	49	34
ENSDARG00000039832	gsta.2	gsta.2_ENSDARG00000039832	0	0	0	0	0.7	0.8	0.4	0.4	3	3	5	16	13	5	12	12	32	23
ENSDARG00000039843	znf800b	znf800b_ENSDARG00000039843	2	6	10	10	10	15	23	19	8	7	5	4	3	2	3	2	3	3
ENSDARG00000039850	dusp22b	dusp22b_ENSDARG00000039850	8	9	3	2	1	0.5	0	0	1	1	2	1	2	2	1	1	1	0.7
ENSDARG00000039851	dhdds	dhdds_ENSDARG00000039851	7	9	29	27	30	16	9	12	14	13	11	10	10	8	9	10	9	7
ENSDARG00000039852	ftr93	ftr93_ENSDARG00000039852	0	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.4	0.3	0.3
ENSDARG00000039863	lifrb	lifrb_ENSDARG00000039863	0	0	0	0	0	0.1	0	0	1	1	1	0.5	0.8	0.5	0.5	1	1	1
ENSDARG00000039871	rpz4	rpz4_ENSDARG00000039871	0.5	0.4	0.4	0.5	0	0.9	2	3	3	2	3	4	4	3	3	4	5	3
ENSDARG00000039872	lamtor2	lamtor2_ENSDARG00000039872	9	18	29	36	23	23	19	17	22	24	23	25	23	23	22	20	15	15
ENSDARG00000039878	ambra1b	ambra1b_ENSDARG00000039878	6	7	29	34	13	5	5	5	5	5	5	4	4	5	5	4	4	5
ENSDARG00000039880	arpp19b	arpp19b_ENSDARG00000039880	18	20	30	31	21	18	17	16	19	25	19	22	18	17	12	8	7	5
ENSDARG00000039881	cemip	cemip_ENSDARG00000039881	0.1	0.3	1	1	0.8	0.1	0	0	0.3	0	0.4	1	2	2	3	6	7	7
ENSDARG00000039882	ap3s2	ap3s2_ENSDARG00000039882	13	20	5	2	1	3	2	4	5	5	8	8	9	11	14	15	12	12
ENSDARG00000039887	c1qbp	c1qbp_ENSDARG00000039887	13	16	67	71	80	142	158	176	178	173	148	120	88	79	54	76	63	65
ENSDARG00000039892	gnpnat1	gnpnat1_ENSDARG00000039892	1	2	10	9	2	2	1	3	4	3	3	4	4	5	5	8	7	4
ENSDARG00000039899	zbtb7a	zbtb7a_ENSDARG00000039899	0	0	0.3	0.2	0.3	4	4	2	1	0.8	0.6	0.5	0.3	0.4	0.3	0.7	1	1
ENSDARG00000039901	SH3GL2 (1 of many)	SH3GL2 (1 of many)_ENSDARG00000039901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	2	3	3
ENSDARG00000039910	rbm42	rbm42_ENSDARG00000039910	67	58	57	53	63	57	57	47	37	33	29	22	18	21	17	14	11	10
ENSDARG00000039913	tmem147	tmem147_ENSDARG00000039913	13	56	60	62	60	41	28	20	41	48	48	46	42	44	41	41	31	26
ENSDARG00000039914	gapdhs	gapdhs_ENSDARG00000039914	0.6	0.5	1	1	2	2	2	1	5	11	20	51	107	119	237	474	465	406
ENSDARG00000039915	bola1	bola1_ENSDARG00000039915	4	3	5	3	4	5	8	10	11	10	9	8	8	8	6	10	8	8
ENSDARG00000039929	ckmt2b	ckmt2b_ENSDARG00000039929	0	0	0	0	0	0	0	0	0	0	0.5	2	9	27	57	130	163	182
ENSDARG00000039931	slc25a33	slc25a33_ENSDARG00000039931	13	47	87	96	53	69	74	36	11	9	13	13	13	13	12	24	21	27
ENSDARG00000039934	hlcs	hlcs_ENSDARG00000039934	0.4	2	5	4	8	6	5	5	10	11	11	7	7	8	6	7	6	8
ENSDARG00000039935	CABZ01064672.1	CABZ01064672.1_ENSDARG00000039935	0	0	0	0	0.2	0.6	0.4	0.2	0.5	0.4	0.4	0.6	0.7	1	2	1	1	0.5
ENSDARG00000039936	CABZ01075204.1	CABZ01075204.1_ENSDARG00000039936	0	0	0	0	0	0	0	0	2	2	2	0	0	2	2	6	6	5
ENSDARG00000039937	ccdc172	ccdc172_ENSDARG00000039937	2	4	14	9	8	7	3	3	2	0.7	0.6	0.9	0.7	0	0.4	0	0	0
ENSDARG00000039943	fam46ba	fam46ba_ENSDARG00000039943	2	3	3	4	75	28	14	4	9	7	12	13	12	11	15	18	18	19
ENSDARG00000039949	fibina	fibina_ENSDARG00000039949	0	0	0	0	0	0	0	0	2	7	8	12	13	21	22	21	18	12
ENSDARG00000039951	si:ch211-87j1.4	si:ch211-87j1.4_ENSDARG00000039951	0	0	0	0	0	0	0	0	0	0	0.6	0.7	0.6	1	0.7	2	3	2
ENSDARG00000039958	utp11l	utp11l_ENSDARG00000039958	6	8	45	54	28	66	71	73	63	48	39	26	17	17	16	12	11	8
ENSDARG00000039959	gdnfa	gdnfa_ENSDARG00000039959	0	0	0	0	0.7	1	3	2	1	1	1	2	2	2	2	2	3	3
ENSDARG00000039960	ST7	ST7_ENSDARG00000039960	6	3	25	27	30	12	8	9	22	25	21	17	16	25	24	18	15	20
ENSDARG00000039963	fgfbp1b	fgfbp1b_ENSDARG00000039963	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	4	2
ENSDARG00000039964	fgfbp2a	fgfbp2a_ENSDARG00000039964	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0.6	2	1	0.7
ENSDARG00000039966	prom1a	prom1a_ENSDARG00000039966	1	5	5	5	6	4	2	0.8	0.6	2	2	2	2	3	3	7	7	7
ENSDARG00000039969	akirin1	akirin1_ENSDARG00000039969	216	223	158	156	195	201	171	143	161	160	121	96	82	77	67	46	29	22
